text;label
kayak ada kabut menutupi mata begitu;1
siapa yang mencari mati syahid dengan sungguh sungguh maka aku memberikan kepadanya meskipun dia mati di atas tempat tidurn;0
iya sayang terima kasih ya love kamu too;0
sampai sekarang do aku yang ditanyai tanya apa faedahnya kita belajar tiup recorder masa sekolah rendah dulu;1
giveaway diadakan dalam rangka bday guanlin mau tambah teman monbebe amp nctzen;1
izinkan aku mengupload ini;1
sebab sudah biase sangat tau nak sudah cust cukup saya jadi sayang dlete blek haha nty dye pak aku les natural killer tipe awak tertulis;1
jangan ucapkan janji yang tak bisa kamu tepati jangankatakan cinta jikatak tulus dari hati karena akhirnya seseorang newsindravanthoni;2
tidak cuma kamu yang bilang terima kasih;1
itu yang aku hindari haha;2
orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap;1
omo aku kaget oppa;1
hadiahnya dear me lip coat shade dear fanny untuk orang deadlineabtu ept pukul malam gue;1
huhu jangan sedih dong kak masih ada aku yang bisa nyemangatin kamu eheheaat ini kami sedang berus;2
mfs folowan rt saja nanti aku folow ikuti tetapi;0
oh kamu berubah kelamin ya;1
aku ingat minachi mana kat instagram aku dengan surname ninjacode adli rupanyaa caaiitt;1
wow ini aku tidur atau bagaimana di cakar kucing tidak berasa bangun sudah perih saja;2
crush pun sudah tunjuk true colours dia sok aku pun blah;0
lah jare kiri dewe aku ya hem;1
dari sudut pandang aku ipt nih adalah tempat kamu dibenarkan untuk membuat kesilapan pensyarah dibayar untuk mendengar ide;1
giveaway diadakan dalam rangka bday guanlin mau tambah teman monbebe amp nctzen;1
bila aku sedih aku selalu ingat ayat nih takpa lah allah sayang kamu sebab itu dia uji kamu dengan macam macam dug;0
aku pakai innisfree;1
ada tipe karena hina kegap berangkat sekolah sama nomin aku give away pulsa k buat orang karena kapalku ber;1
aku xkan kompromi dengan mana peragut perompak celahka lah depan;1
siang kamu kali ini ditemani di intermezzo sampai nanti jam ya jedasiangerenity;1
a thread fakta nero pemimpin terkejam di roma ini salah satu sejarah yang paling aku sukaelain mengungkap kekejaman;1
hati aku kecewa aku sedih aku aku seorang je tahu orang lain tak tahu;2
aahshshahaha aku tengah marah pihak yang tk bertanggung jawab;2
to anon yang kata salat pun masih buat dosa itu nobody is normalising berpikir here im sure everybody tahu apa haram is;1
tak perlu kot video call itu nak buat apa sangat video call nak tatap apa sampai juling tak payah nak contact;2
as for me i tak kisah pun kalau orang nak letak gambar sendiri as wallpaper sebab itu salah saitu cara dia nak gain;1
astagfirullah maaf ini aku tertawa;2
wkwk ya allah derp banget tetapi tidak apa apa anw amin terima kasih kamu and good luck;0
kamu sebelas aku dua belas kamu tidak jelas aku lepas;2
tak sure rasanya ada kot aku pun tak tau;2
haha sedih kan nak tunggu aku cantik macam artis yang dia minat ke cmne baru dia nak pandang aku;2
halo iya aku akan ke indonesia ketemu pens saya kakak penantiancintaeps;1
pening aku;1
giveaway ale dalam rangka ultahnya kim namjoon aku mau merayakan dengan giveaway album bts rules;1
kamu agresif nder;2
mimpi yang buruk datang daripada setan mimpi yang baik datang daripada tuhan tetapi tadi yang aku mimpi dari siapa hem;1
iya aku percaya kamu sudah gede hun iya;0
haha;0
sure halo aku darah murni nih;1
tidak perlu khawatir tentang apa yang akan terjadi besokelama kamu tahu cara berdoa semua akan baik baik saja;0
aku cintaalim alim pecinta;0
mutualan yuk aku ikonic juga by the way rt saja ya fllbck tetapi hehe ab;0
apa lagi sial aku buat;2
benci uh kerje jurajuragan orang tkleh tolak ansur kerja jurajuragan bangsa dia kadang boleh buat aku natural killer brehenti kerje;2
hari ini aku tak akan menunda lagiemakin aku menunda semakin aku galau tanpa guna anak muda harus cepat;0
yuk merapat ke workshop bag amphoes premium kamu bisa dapat ilmu bisa buka usaha laundryepatu tas mahal merek tersedia j;1
giveaway karena aku lagi ada rezekiama lagieneng jutidak aku mau mentidakdakan tidak pulsa all operator k buat orangyarat;1
giveaway lagi nih aku akan jadi karma buat kebaikan yang sudah kalian lakukan selama ini dengan cara bagikan parfum yang lagi hit;0
orang yang terlebih mampu pengadilan negeri target rumah murah orang yang x berapa mampu nak duduk pun target rumah murah iya it is part of;0
apaloo baca direct message aku boleh apa terima kasih;0
itu lah kalau itunang aku ttbe senyap aku yang rasa bersalah haha;0
aku stres sjskjsksjsksjsjsks;2
tak pernah aku rse macam nih;2
beliau ini mmemang dari dulu suka bercanda sama saya kalau cocok karena mmemang sama suka nyeletuk eh kok beliau nyelet;1
bangsat aku tertawa;0
aku naitural killer pesan siapa yang ada teady bear paitung kita rumah itu buanglah malaikat enggan masuk rumah yang ada paitung bila malaik;1
idsama aloha a r sama iya samautualan iyauk no samaulfan iyaah idn aku iyag ada;2
smoke alasan sebab nak release tension bagi aku bodoh teruk banyak lagi cara kot;1
bjbms adalah layanan perbankakakn yang dapat kakakmu gunakakakn untuk bertransaksi perbankakakn melaluims di ponselmu sehingga kakak;1
psim kamu tidakendiri boys on tour;1
baik dan selalu sayang sama aku dia juga punya segalanya ya tipe tipe pangeran begitu lah yang;0
haha aku malah suka yang beginian daripada yang tembak perang begitu;0
aku teh kurang suka minum air putih kalau di tempat jajan rasanya suka beda beda;1
lutchuu kesayangan kesayangan aku;0
tidak yang ini aku masih pilih pemenangnyausah komentarnya pada bagus jadi bingung pilihnya tunggu sebentar lagi okem;1
kalau rindu aku nak bagitahu nih whatsapp aku masih berfungsi dengan baik tau aku jarang bagi bluetick kat orang melai;1
enggak aku sukanya kang daniel;1
saya uhibbuki fillah hatta fil jannah abadan abada aku mencintaimu hingga ke syurga selama lamanya kersaya allah;0
hidup bukan melulu tentang hal hal besar banyak sosok inspiratif yang jauh dari highlight di sisa hidupku aku ingin bertem;0
aku pun nak jumpa hem;1
mamak nih nak try aku ke apa;1
assalamualaikkum para pembaca kisah nih berdasarkan kisah benar yang aku alami pada tahun lokasi di sebuah taman diu;1
karena kebutuhan istri tidak cuma sandang pantidakn papan doang kalau kamu cinta sama istrimu ya kamu harus memenuhi kebutuhan sekund;0
bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumat berkah;0
sok aku pergi klinihk sebab muntah tengok carta organihsasi dia buatkan aku nak tergelak apa nih hai;1
nih nak femes je sebenarnya;1
hai kak pantau terus media sosial shopee dan notifikasi akunhopee kamu untuk keseruanhopee ya kak os;0
untuk thread aslinya ada di bawah ini aku cusamaa samaau samaesamaperjelas karena orang orang tahunnya ustaz sudah selesai dan sama;1
tolong ideal cut in indonesia fanuppo bagi yang datang untuk konser ideal cutvt di indonesia aku akan bagikan b;1
lawanya dia tak macam aku hem kamu nak tahu tak apa dia hidup nih kalau asyik dibanding bandingkan kamu takk;2
top superera ha tepokk ampai bila tak pernah hilang amp;1
sumpah tak suka bila rasa diri jadi second choice kan best kalau ada orang yang memang tunggu aku sudah lama and still;2
setiap orang memang berhak menilai dirimu tanpa tau siapa dirimu tapi ingat kamu juga berhak untuk tak peduli dengan;0
yuk merapat ke workshop bag amphoes premium kamu bisa dapat ilmu bisa buka usaha laundryepatu tas mahal merek tersedia j;1
wisata adalah depok tidak ada apaan coba kebun oi begitu kalau kulin;1
ya sudah aku unfollow ya oppa;2
iyosee bisa jadi ginting menang karena faktor tuan rumah aku lihat reviewnya kento di google juga apik banget wkwk;0
haha natural killer terbang ke sana ke mcmn nanti aku tegak kita setia alam punya;0
direct message aku ya aku tidak bisa direct message;1
orang lain diam diam ubi berisi aku pula diam diam perut berisi;1
aku rasa kalau aku tak hisap rokok mesti aku main bola sama macam cristiano ronaldo;1
kasihan banget umat jadi bodoh begini dan mental rusak karena ajaran agama yang tidak benareba;2
korang buat lah apa yang korang natural killer buat aku sudah tak kisah;1
orang orang nih pasti pikir kalau crazyrichsurabayan tampilannya perlente pakai barang mewah dari atas sampai bawah tapi bias;1
minuman yang bukan anak seumurku pesan minuman bapak wkwk contoh ya kalau di starbak aku pesan black tea l;1
kena game bapak ah he geng tak semua laki boleh terima masa silam yang gelap seseorang pmpn tau even aku send;1
aku memang belum punya mobil yang bisa teduhkanmu dari hujan tapi aku punya amer yang bisa menghangatkanmu di setiap saat;0
mutualan yuk aku ikonic juga by the way rt saja ya fllbck tetapi hehe ab;0
terasa bodoh sangat hari ini boleh lupa park kereta kat mrt pasti selamba je naik grab sudah sampai tengah jalan aku jerit;2
aku tkprnh bagi dia tidur dalam bilik aku setelah itu tula naik kepala;1
wahai junior junior diamlah babi aku tengah fokus nak jawab soalan trial kamu sibuk nak memekak pasti kalau lalu tepi kela;2
margaret thatcher bilang meskipun aku bisa berjalan di atas air tetap saja mereka akan berkata dia tak bisa berenang;1
sebab lelaki power bab fokus corpus collosum cc tissue inside our brain which connected between hemisphere left;1
giveaway karena aku janji kalau dapat tiket sos akan tidak dan karena hari ini harinya han jisung jadi mari kita rayakann a;1
ayo jangan patah semangat aku jadi ikutan baca setelah sukses instal homescapes lagi;0
sama kayak aku yang feelingnya kuat ibuku pun sama mungkin ibuku tau aku mau beli slogan lagi jadi kemarin ibu;1
memang aku hari ngadap pun sudah bosan;1
aku menyusul tk lama lagi;1
jawaban dari pertanyaan kamu terima kasih untuk pertanyaannyaemoga bermanfaat kiaara;1
salah prinsip hidup aku bila aku sudah berkeluarga aku sanggup untuk buat apa saja demi isteri anak aku turut semua kehe;0
uang ribu dapat cabe cabean rasa bawang;1
acc aku saja tidak apa apa;1
naha aku;1
han tuah datang lepak in the future nilah jadinya;1
biasa aku bayar advance;1
biasalah itu perempuan kena berjaga jaga muka malaikat pun kadang perangai syaitan juga aku pernah tidak camni lari laju teruk;2
iiyaa o nihece bang long dekat kamu belajar apa me islamic accokamunting iiyaa o nihece oh kira tasbih lah nih hahahahahan;0
ketuk aku ketuk aku;1
darren aku mau meminta fs;1
aku pun turn off kalau lelaki pergi clubbing hshshshshshsh;2
oke aku yupi hai teman seperseulminq wkwk;1
woi jom ah the nun anjir betul aku dok tegak lagi;1
dulu aku nmpak gf aku yang paling cantik bila sudah start kerja nih ya tuhan ramai nya yang lagi cantik dari gf aku sampah htt;2
giveaway pulsa k untuk dua orang saja tidak usah follow tidak apa apa flop bodoh amat yang pentingesuai janji kiw close tanggal;1
yuk gabung grup goyanghopee aku bonus koin hingga dengan main bersama grup;0
tapi nak perbeitulkan apa yang sudah hancur itu mustahil bagi aku lah aku tak dendam tapi aku tak boleh terima dan lupakan;2
ada certain girls only wants kamu when she is in trouble bila sudah senang lupa ignores kamu lots of excuses actively in con;2
submit in pdf instead of pptx ok je kan bukan apa aku risau convert to pptx nanti miss takboleh nak read;1
kasihan lelaki;2
iya bukan itu saja beeb aku harus mengakhiri sebelum aku memulai bee b;2
bukan nak cakap apa lah tapi tolong lah tutup aurat aku sebagai lelaki nih malu bila tengok lelaki lain yang macam inih ing;2
bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback selesai ada worldtour lagi worl;0
aku akan list kan cafe cafe menarik yang aku sudah pergi area bangi in this thread;0
haloo jadi karena aku sudah janji kalau dapat tiket spotify on stage bakal giveaway liptint aku mau giveaway liptint tonymoly;1
wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kamu memang anugerah;0
nah kalau yang begini baru ibu camat jelus tingkat negara a p aku cinta jenderal mungkin wifi dan batako;1
aku kalau makan dekat sini mesti tambah nasi haha sebab sup amp sambal dia memang power nasi kerabu rm nasi ayam penyet rm;1
aku nih memang mudah terhibur;0
kalahu tak boleh sudah untuk sayang aku macam sebelum nih takpelah tapi tak suka lah ttbe tak bertegur ttbe natural killer marah;2
percayalah yang komen gambar itu dia sendiri yang komen bukan aku hahahahahahahha;0
dan aku baru tau kenapa polaroidku kemarin cuma nge pas margin pagenya kekecilan;1
tak tau ih aku dari orang tidak ada creditnya;2
tak sekarang nih aku baru je langgan data baru sudah kenapa slow juga nihi adoii;2
aku mau kok;0
kamu menyesal tak kenal aku tak sebab semua perkenalan pasti ada hikmahnya untuk kita diperbaiki atau membaiki seseorang;0
jaga umi kita hospital pasti jaga atok pulakemoga allah berkati segala urusan aku;1
hihi look at the face lepaskan aku tak mau kamu bau ikan bagi aku mandikan dulu namau nameow catsoftwit;0
malu ah aku tak pro;2
kak dwita kita sudah kenal lama eh pada akhirnya aku tau dia enggak cuma memanggil sayang ke aku dia lebih dulu p;0
pengalaman member aku masa dia sekolah cikgu dia perlekehkan cita cita dia sampai sekarang dia terasa cikgu dekat lua;1
semalam ada makwe kelam kelibut naik tangga siap meluru masuk rumah sebab igt aku ikut dia butoh rumah sewa aku depan ru;1
aku banget ketemu mantan pasma aku meminta dilamar langsung eh langsung pulang kampung dilamar;0
me lepas tolong buka pintu untuk orang tapi dia tak cakap terima kasih;1
wkwk benar nanti pas kenalan diisekolah nama kamu siapa jeno lah kok sama kayaknya mama kita di;0
aduh aku deg degan sekali;0
kalau aku jumpa amelia dengan bala nih memang aku tumbok dog;1
tolodadang please bagi perempuadadan itu baca malu hai lagi malu bila dia beria cerita kat kawadadan dia dadan aku sekali dedadangar aku dadan;2
rlt mutualan yu yang tidakumasalah akuu suka rt in tidaku sama twit receh rt ya dan akuu ada tapi ikuti kalau ngtidaku maafkan aku;0
orang selalu kata aku penat when dia sebenarnya tengah rasa sedih;2
aku ternyata tidak bodoh kawan;0
see bukan aku seorang je aku susudah cakap susudah yang aku tak bodoh terkadang je bila siituation itu macam nih ah;1
tadi aku menampak pasangan bermesra di shell gila apa patutnya mesra kat petronas;2
aku tidak balas dendam padahal;2
aku sedar satu benda yang uang muka twitter aku nih cam pandang masa depan;1
hi guys aku rasa macam nak cerita pasal hamba allah nih yang dilahirkan as a normal person tapi sejak tahun lepas dia cac;1
aku kangen;2
ih kok kamu tau sih kamu mantan temannya ya;1
alhamdulillah cuti hari tkde homework akhirnya aku boleh study dengan aman hw pijik hari ini sudah terbuat semalam;0
senyumi saja semuanya sampai pegal;2
menitik air mata aku terbayang betapa terseksa kucing betina bunting itu mati melecur dalam mesin dryer kedai dobi taman;2
lupakan sekejap je nanti lepas pt aku ingat balik okey;1
nih nak femes je sebenarnya;1
hai orang beriman apabila diseru menunaikan salat jumat maka bersegeralah kamu kepada mengingat allah dan tinggalka;0
sudah kenapa kena pergi world ekonosamai forusama samaana samaenteri ekonosamai at least samaenteri keuangan lah kan sudah kenapa sama;1
haha iya aku ingat kok;0
nih yang aku makan selama hari;1
chilli level waktu makan aku sudah mula pikir harta aku nak wasiatkan pada siapa sebab pedas sambal dia boleh baw;2
orang umum itu masih bilang apa sih kamu koreaan mulu mereka lihatnya aku senang terus kali ya padiahal pas aku di;1
iya dan sekarang aku butuh;1
bukan tunjuk baik aku pengadilan negeri banyak juge melakukan dosa tetapi sekurang nya kita cube mengurangkan dosa yang ada jomjumaat;0
done menonton dilan dari start film sampai habis aku senyum seorang nasib baik tengok sengseorang kalau ram;0
ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahanam dari fitnah hidup dan mati dan dari f;0
aku sedih lah first time nih ada customer request camnih;2
tak tau aku pakenya madu asli hehe;1
bukan college je sekolah pon macam itu;1
aku kumpul rm beli emas saiz kecil nanti agak berderet boleh tukar bentuk cincin ke gelang tap;1
kamu tidak ingin ikutan bikin cerita crazyrichsurabayan;1
me lepas tolong buka pintu untuk orang tapi dia tak cakap terima kasih;2
dalahm instagram facebok twitter cantik depan depan tak ada lah cantik mana bagitahu akuekarangiapa je yang nak upl;1
sama aku saja;1
sebenarnya aku sedar je yang aku nih tak cantik sebab itu aku letak nama yangchantik sebab nak boosURL aku kalau;0
hahahahahahahahah babi;0
sini beli sama aku zoee;1
tidak mau kamu baw;2
nak aku viralkan tak haha;0
aku adalah waktu kecil doyannya mainkan asap rokok jadi kalau ada yang merokok asapnya ku tangkepin seperti orang bego sampai kena marah;2
aku dok tengok je online tapi malahs lah nak cakap aku kena balik;2
dear someone i trkamuly care and love kamu tetapi akkamu tak akan lkamuahkan akkamu takkamut kalakamu rasa hati kita tak sama akkamu percsaya dengan say;0
katanya kurang kerjaan bosan dasar kamu;2
ajak aku;0
kamu sudah bilang ke sih bapak aku mau ke rumah;1
maaf bro saya lah perempuan itu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug insinyur;2
mfs folowan rt saja nanti aku folow ikuti tetapi;0
ab aeri followan ayo yang tidak masalah aku mulfan hehe;0
ayo yoongi mentidakui tidak kamuwami dia;1
benar banget nih kalaupun memilih antara ayah ibu mereka pasti menyarankan aku bawa adik kakak dong;1
tengok harga iphone baru nampaknya cinta kami hanya sampai plus sahaja aku tak mampu untuk jadi sebodoh itu;2
karena mbak lia banyak cinta pasti kuliah advokatnya sukses love kamu more mbak;0
ikut aku tidak mau ditinggal;2
ini aku kalau kelas mulai jam segini;1
enak saja tidak dong alis aku lebih bagus;0
orangnya tidak tidaknteng wangi parfum sebotol tidak cute pemalu tidak asyik ngebosenin mengetik kamu;2
sudah kayak orang depresi mengerjakan codingan pagi sampai malam pas keluar kamar dibilangi tidoor mulu di kamar aku hati;2
terasa bodoh sangat hari ini boleh lupa park kereta kat mrt pasti selamba je naik grab sudah sampai tengah jalan aku jerit;2
aku juga kangen;0
ada effort dari mula relay sampai bila bilaetia ambil berat penyayang jaga batas terima baik buruk aku;0
aku suka orang cakap macam nih even tak rasa benda itu menyusahkan pon at least aku tahu dia appreciate pertolongan aku hypertext transfer protocol over secure socket layer;0
iya ingin ingin tahu makanya ingin perbanyak mutual ikonic hehe aku gampang oleng nihekarang saja lagi oleng ke hanbin huhu;1
mesti ada cukup kat mak aku badan dia sakit sakit lah tidur atas lahntai;2
wkwk;0
cant relate karena aku jelata;2
hi po crushh akin kakak nalang halo pang sayra lang punya aku ih kakakya pas hehe;0
kalau tak bersungguh nak jaga aku boleh je berhenti berpura aku boleh jaga diri aku tanpa memaksa kamu kamu tak perl;2
nanti senin ya aku pembaruan hehe kemarin ada kesalahan jadi lama sampenya;1
baru perasan sejak bila aku punya kurang ajar masuk rumah pun tak bagi salam maybe hati tengah panas kot;2
yatapi kalau tidak ada bapak netidakra aku tidak terbayang sih bagaimana aku bisa melewati usia ke atas dentidakn baik baik saja tsai;1
ada cewek tegur aku panggil aku victor kan bagus kalau dia panggil aku victory;1
sekolah tak payah bercinta sekarang nak spm skamkamudah nanti maskamkamuk kamkamu ramai lagi pilihan kamkamu tak payah kejar sangat cinta tkamkamu kej;2
alah malas aku;2
ya allah jantung aku drop kejap tengok gambar nih;2
aku sudah ulang beberapa kali videonya detik demi detik seakan mayatnya ingin mencebur;1
kamu berani tidak bung meninggalkan popularitasmu;1
aku sudah kata aku tidaklah tengok drama korea haha what the fuck sweet terok;0
tumpahin ke sini sayang terus aku jilat kepala konti kamu;1
ah kamu sombong dengan aku;2
benda simple je ph jadi kerajaan selepas mei menteri keuangan paling bangang dalam sejarah malaysia bandingkan;1
aku as softstan;1
katanya perbaikan giziagala dipesen dan beliau berkata deh satenya kamu yang habiskan ya mas pasti kekenyangan;1
nih aku mam seblak;1
dari kemarin atidakk malas menonton karena ya meski aku soel meski dramanya high rating aku atidakk tidak percaya kalau cer;2
siksik tak tanya lah kamu ki sapaa wkwk;1
broimak vidieo ini ribka tjiptaning penulis buku aku bangga jadii anak partai komunis indionesia diia setuju partai komunis indionesia harus tetap adia yang pasti di;1
buah oren nih lagi ploles dari kulit muka aku sial;1
bila nak macamni haha;0
pernah makan di der carbin bistro bandareri alam masai jb tak pernah salat di ruang salat kontena kat bawah itu tak in;1
alhamdulillah traktir aku bakso nder;1
di tengah orang yang baru kenal dan orang orang yang enggak bikin nyaman aku introvert rasanya ingin cepat pulang tapi;2
arghh sedap sial aku cam nih please;1
cintai aku apa adanya bukannya ada apanya bego vscofilter vscosimple vsco vscoedit vscoindonesia;0
takapalah mungkin aku tak ada rezeki dalam hal itu;0
iya aku mepikirnya begitu kakak awalnya mau aku coba buka dalamnya tetapi pikir kalau rusak total aku harus kemana;1
weh sumpah do tolong lah siapa jumpa kad matrik aku tak mau buat baru;0
tapi aku tak rasa aku boleh macam itu sok no haha;0
even inmydreams di instagram kak tapi satu doang itu foto mereka wkwk biasanya dia edit kaistal sehun seu;0
mesin sudah jalan apa apa ampun ya demo menunggu komandan;1
kuliah siang ini merasa kesal banget karena naha sih tidak cuma sekali lantas yang salah dari saya teh apa kemud;2
siap private jet aku siapkan;1
keburu kenyang aku yin;1
mamak nih nak try aku ke apa;1
happy birthday base traktir aku es krim dong;0
visualisasinya pakai beginian tapi maaf ya mau aku konsumsi sendiri saja;1
dekat shopee ada jual perhatian tak kalau ada aku nak beli;1
hai aku ada sediakan servis printing kad kahwin di area johor bahru melaka danenawang kalau luar kawasan boleh diuru;1
sedih aku itu ingin beli buku memojok duit tidak segera cukup;2
aku pakai yang wardaah tetapi mau mencoba punyanya emina;1
ih aku adalah di sini terus tidak kemana;0
sedihnya rasa kadang kadang bila doa yang aku doa termakbul walaupun aku bukan hambanya yang terbaik allah tau apa yang kita pe;2
nanti kalau pas kesana wajib beli yang mala aku tidak tau berapa kali lebih pedas dari yang biasa yang pasti bibir lagi;1
aku di sini;1
kenapa aku tidak mungkin bisa terlibat twitwar;2
baru minggu lepas aku tengok cerita biar betul acappan berlakon jadi orang estetalam takziah buat keluarga acappanel;1
aku tegak survei camp yang sem pergi cuma best mcuma lahh tapi tak tau lahh realitinye cuma nebb pensyarah kata part naik;1
penat lah buka twitter sekarang gaduh pasal lgbtemua natural killer buat undang sendiri lelahki dengan perempuan gaduh pasal siapa paling;2
memang dari awal kamu tak percaya aku pun sok apa lagi klako;2
kok akuih kak;1
aku menangis;2
aku di twitter bacot tetapi sesungguhnya aku pendiam kok;1
giveawayas rt ssaja follow kalau bisa kalau tidak bisa ya sudah rep apa ssaja aku sebal hehe biar bisa berbalas mention hwuwuwhwu gud;1
nanti tidak ada yang bisa aku mengisengi lagi terus galaque kayak begini;2
malu sama ketiak kamu yang hitam kami punya cream ajaib impo thailand mau baf;1
bagi meme yuk main yuk ke aku dong yang baik;0
coba di antara kamu dan teman temanmu siapak yang suara tawanya pakling kencang percayalah dialah juga yang jeritan hatinya pak;2
ternyata aku yang tertipu wkwk;2
benda yang aku rasa tak perlu nak bawa gurau rupa paras bentuk badan insecurities kita contohnya kita gagap pas;2
mau bubeks mau;0
tiap hari ketemu kamu itu pun masih kangen juga;2
tiap hari jumat mesti aku makan seorang bukan sepakat jumat hari biasa pun kadang aku makan seorangebabnya off;1
hang tidaklah macam itu yat nanti kami semua susudah habis takdak dekat sinih susudah reem ytjt time dia cakap macam nih a;1
hore phone sudah elok mujur tk lagi tempat yang lebih itu huh kalau tk melayang duit aku;2
nikah sama contact person eh taunya contact person aku itu teman kelas sebelah;1
saya taklek iya junior tarik tangan oh my god ingat aku tak jumpa sesape;2
halo hater sadarkah bahwa kebencianmu justru karena kamu merasa hidupmu tak lebih menarik dari hidup orang yang kaubenci;2
ya aku tidak mau tau aku maunya yang paling gede;1
tulis dua duanya kalau k doang seolah olah kamu untung k padahal realnya kan kamu cuma punya untun;1
aku sini;1
masih open ya sayang yang mau manjaan malam ini bisa direct message aku ya bojakarta bisyar bispak bisyarlampung bispaklampung;0
kalau aku main yelling game nih mesti jiran ingat yang aku tengah kena sawan babi;1
kamu mau ngodein apa ke dia coba sampaikan sini;1
space memori lelaki banyak kosong sebab tak perlu nak ingat benda bodoh pakai apa tahun lepas salah apa tahun lepas mak;2
aku rasa aku power haha;0
maaf ya kamu aku bub;1
maaf kemarin aku dapat emas asian games jadi bebas wajib militer;1
petang tadi dok lepak pantai lepas itu perasan ada dua cewek dok tonggengo aku decide untuk datang dekat depan tanya buat a;1
aku tak kesah pudan sapa yadang jadi presidedan uiam walaupudan sudah habis blaja kat situ aku still tak boleh terima oradang luar semak dan;1
ok attention doktor lahporan i sama free frosama cancer tak kamu aku berdoa jaga samaakan do the healthy activity and lah;0
terselepet rambut irenge wonpil aku mak;1
jangan pernah bohongi perasaanmu kalau memang km sayang dia pertahanin amp perjuangin buktikan kalau kamu pantas buat dia;0
mutualan yuk aku ikonic juga by the way rt saja ya fllbck tetapi hehe ab;0
aku tak paham beitul jenis orang malaysia yang tak mengerti nak sangkut balik hose itu aku geli bodoh nak pegang;2
kalau kamu belum punya anak lalu mau ikut sok ceramah dan propaganda soal anti vaksin let me tell kamu one thing ya go;2
giveaway karena hari ini umur aku bertambah jadi aku ingin berbagi rules saja dan ucapkan saya wish dan screenshoo;1
aku taktaulah hg ituju dekatapa but after read it im menangis rindu itu sakit sebab tidaklah nak luah soalnya thing i;2
ketika dia yang kamu cinta meninggalkanmu demi orang lain keringkan air matamu karena kamu tahu kamu pantas dapatkan yang lebih baik;2
jantidakn pernah merasa tidak layak tidak pantas kamu berhak mendapatkan cinta dari orang yang kamu inginkan dari orang yang terbaik buat kamu kamu layak;0
iya aku ke tikung kakak;2
help butuh donasi buat kucing jadi ini kucing suka ada disekitaran rumah aku dulu sering banget ke rumah dan tidur di ku;1
bodoh amat ah yang lagi limit sama sensitif  saya undang buat datang ditunggu pokoknya datang belakuangan juga tidaku apa apa aku;2
jangan kebanyakan memikirkan aku nun jadi pusing kan;2
perkara paling aku takut bila tak sengaja terlukakan hati seseorang;2
my z sudah setahunan kita kenal dari jaman kita ketemu di siliters sampai sekarang masih awet jadi teman aku jangan;1
mamak nih nak try aku ke apa;1
anti aging by novage tahukah kamu kalau penuaan dini adalah hal yang paling ditakuti apakah kamu salah satun;1
jangan anggap aku tidak ngei apa apa hue ommaa;2
mfs folowan rt saja nanti aku folow ikuti tetapi;1
aku mulfan sakit hati bacanya jantidakn nyudutin fandom lain jutidak ya tidak semuanya begitu;2
karena aku terlanjur jatuh cinta sama kazu ai;0
haha aku pernah ada kawan berpurdaheminggu sekali je kot dia basuh baju mandi pun sehari sekali je baju dia sem;0
ya allah beratnya dugaan yang kamu beri pakde mak aku lepas satu dugaan yang dye trpkse hadapi;2
bro dalam islam istri wives come first then your children then baru your parents itu kenapa anak anak jangan tertido;1
hare retweet repost informasi tentang kuis ini pada akun sosial media kalian dan tag mention orang teman kamu;1
al alquran is the answer for everything that happens in this world termasuk alam semesta ini gimanaetiap permasala;1
aku suka kamu bang;0
mini giveaway alhamdulillah aku ke terima mpk dan sc disekolah terus juga beberapa hari yang lalu aku ulang tahun jadi;0
ini bukan akun fake ya asli testimoni dan amanah jangan basa basi atau aku blok open buat hari ini sayang lagi promo lag;1
hiih aku rindu kamu;2
iya kak maaf aku salah;2
dalam handbag mesti ada wet tissue sanitizer compac powder lipstick purse handphone powerbank makeup brush;1
someone tolong kutip dia aku tak larat sudah nak simpan member bodoh cmni;1
nah ini aku setuju mbak biar kapasitas otak calon pemimpin bisa teruji;0
banyak yang aku tidak mengerti twitnya;2
direct message nama hotelnya nder aku nanti study tour juga ke yoyakarta;1
bila diam je terus kena label kita nih sombongebenarnya aku tak sombong pun just malu and at the sama time aku jaga adab juga;1
bagaimana ini aku mau les tapi enggak memegang uang;1
suka ke tak suka aku ada aku kesah positif je kamu siapa;0
percayalah dibalik kata aku ikhlas kok ada air mata yang tak terbendung tau tidak kamu oi;2
harusnya kamu lihat sisi buruknya dong wkwk;2
aku di asinin chloe;1
tak paham betul lah aku;2
kak nia aku ikut;1
kamu meminta banget dikasarin beybi;2
baca nih;1
haha aku pun tak paham weh;2
menyambut aku to dut;1
benda paling bodoh yang aku pernah buat sayangkan orang yang tak sayang kat aku;2
tadi kan aku ada kerja kelompok begitu ceritanyaama anak multi fakultas ada anak hukum yang sangat ai duduknya depan aku;1
and lastly mak aku fed up dia susudah tak buat sarapan susudah lapar cari sendiri gelesusudah je almari tengok makanan yang;2
jika saatnya tiba sedih akan menjadi tawa perih akan menjadi cerita kenangan akan menjadi guru rindu akan menja;2
bagi aku je lah kacang itu;1
